Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD167Q,4.95,regular,0.23,Seafood,250.56,OUT29H,2004,Medium,Tier 2,Supermarket Type2,1773.64
FD991J,7.57,NA,0.21,Household,65.25,OUT90H,2000,,Tier 1,Grocery Store,612.0
FD301J,14.0,low,0.23,Meat,121.76,OUT11A,2009,High,Tier 1,Supermarket Type3,3385.28
FD442T,14.58,low,0.36,Baking Goods,49.78,OUT27W,2004,High,Tier 1,Supermarket Type1,1666.43
FD671G,10.82,low,0.29,Meat,84.48,OUT24J,1988,High,Tier 3,Supermarket Type1,1326.45
FD290R,8.74,regular,0.34,Snack Foods,229.91,OUT43R,1993,Small,Tier 1,Supermarket Type3,2131.77
FD245U,6.01,low,0.17,Dairy,106.64,OUT63F,1992,Small,Tier 3,Supermarket Type3,1798.66
FD268P,8.74,low,0.14,Canned,163.36,OUT33D,2004,Medium,Tier 1,Grocery Store,877.11
FD299R,5.97,regular,0.05,Breads,150.77,OUT39Y,2007,Small,Tier 3,Supermarket Type2,1029.62
FD320B,4.89,low,0.06,Starchy Foods,257.81,OUT60Y,1998,High,Tier 1,Supermarket Type2,2660.33
FD127U,20.13,regular,0.1,Hard Drinks,86.5,OUT91M,1986,Small,Tier 3,Supermarket Type1,1223.92
FD525Z,7.27,NA,0.07,Health and Hygiene,119.71,OUT67Y,1987,High,Tier 2,Supermarket Type2,2392.47
FD336M,21.43,NA,0.15,Health and Hygiene,78.4,OUT45R,1992,High,Tier 1,Supermarket Type1,1305.61
FD276F,16.2,regular,0.33,Fruits and Vegetables,138.64,OUT27U,1985,Small,Tier 2,Supermarket Type3,1758.37
FD391Y,11.06,low,0.24,Hard Drinks,192.7,OUT22S,2003,High,Tier 2,Supermarket Type1,1985.78
FD191F,16.56,regular,0.02,Frozen Foods,184.84,OUT29H,1993,High,Tier 3,Grocery Store,1299.89
FD711Z,14.48,regular,0.25,Dairy,268.97,OUT32P,2009,High,Tier 1,Supermarket Type3,3093.69
FD191M,15.89,regular,0.32,Dairy,37.32,OUT69E,1989,Small,Tier 2,Supermarket Type3,1612.4
FD466M,6.92,regular,0.1,Seafood,260.82,OUT11G,1994,Medium,Tier 2,Grocery Store,1038.2
FD417A,5.77,low,0.35,Baking Goods,190.24,OUT86R,1991,,Tier 2,Grocery Store,815.18
FD956P,15.36,regular,0.38,Snack Foods,118.41,OUT98L,1986,High,Tier 3,Supermarket Type2,2503.14
FD624G,13.16,regular,0.06,Seafood,81.42,OUT76T,2004,Small,Tier 2,Grocery Store,811.52
FD736K,,low,0.38,Fruits and Vegetables,132.23,OUT55F,2004,Small,Tier 2,Supermarket Type1,787.12
FD409J,10.26,regular,0.14,Snack Foods,226.56,OUT13X,1990,High,Tier 2,Supermarket Type1,1667.61
FD445F,13.06,low,0.29,Fruits and Vegetables,258.18,OUT23Y,1989,Medium,Tier 3,Grocery Store,783.67
FD998S,15.29,regular,0.3,Seafood,112.12,OUT74B,2005,,Tier 3,Supermarket Type1,1059.45
FD938T,15.59,low,0.4,Fruits and Vegetables,255.34,OUT82S,2000,Medium,Tier 1,Supermarket Type1,996.75
FD444Q,15.43,low,0.3,Soft Drinks,81.74,OUT98V,2002,Medium,Tier 1,Grocery Store,925.61
FD669B,7.97,regular,0.39,Canned,33.48,OUT47U,1999,High,Tier 3,Grocery Store,981.3
FD260W,8.13,low,0.01,Others,215.14,OUT81S,1994,High,Tier 2,Supermarket Type1,1847.36
FD218E,14.01,low,0.27,Seafood,188.83,OUT64M,2005,High,Tier 1,Supermarket Type3,3243.79
FD368R,6.86,low,0.25,Hard Drinks,189.53,OUT38X,1987,Small,Tier 1,Supermarket Type2,1404.23
FD996Y,7.45,regular,0.24,Breakfast,35.28,OUT92N,1996,Medium,Tier 1,Grocery Store,1014.58
FD555S,15.42,regular,0.25,Snack Foods,188.99,OUT17D,1992,Small,Tier 3,Grocery Store,730.79
FD895B,15.11,NA,0.32,Health and Hygiene,107.76,OUT84A,2003,Medium,Tier 1,Supermarket Type1,1328.55
FD808G,9.1,low,0.02,Baking Goods,60.31,OUT40Q,2003,High,Tier 2,Grocery Store,1062.63
FD733P,17.92,low,0.04,Breads,32.44,OUT60Y,2008,High,Tier 2,Supermarket Type2,1874.21
FD688D,13.42,low,0.13,Others,100.41,OUT15L,1988,High,Tier 3,Grocery Store,1191.48
FD886G,9.5,regular,0.35,Fruits and Vegetables,112.0,OUT76L,2009,High,Tier 1,Supermarket Type1,1818.17
FD728F,13.32,low,0.16,Hard Drinks,182.7,OUT98N,1993,High,Tier 1,Supermarket Type2,2784.97
FD565W,17.03,low,0.39,Others,151.42,OUT72U,1994,High,Tier 1,Supermarket Type3,4074.57
FD471T,9.37,low,0.4,Hard Drinks,135.8,OUT60G,2006,High,Tier 3,Supermarket Type3,3363.84
FD814K,9.83,low,0.02,Starchy Foods,99.41,OUT16X,2007,Medium,Tier 2,Supermarket Type2,1303.81
FD645X,8.2,low,0.1,Snack Foods,132.4,OUT83C,2006,High,Tier 3,Supermarket Type1,2002.6
FD291E,14.56,low,0.19,Breakfast,156.32,OUT25F,1986,Small,Tier 3,Grocery Store,451.76
FD499G,8.0,regular,0.06,Breads,131.84,OUT43Q,2000,Medium,Tier 3,Supermarket Type3,2080.71
FD373H,19.67,low,0.35,Breakfast,207.32,OUT21O,2006,Medium,Tier 3,Supermarket Type1,1443.39
FD463V,15.61,NA,0.19,Health and Hygiene,148.22,OUT45O,1986,High,Tier 3,Supermarket Type1,1298.78
FD128T,15.75,regular,0.31,Fruits and Vegetables,151.4,OUT27G,1994,Medium,Tier 1,Supermarket Type2,1975.5
FD457H,6.32,NA,0.36,Health and Hygiene,155.98,OUT81L,2003,High,Tier 2,Supermarket Type3,3425.78
FD944U,7.98,low,0.29,Soft Drinks,182.1,OUT43C,1989,Medium,Tier 3,Supermarket Type1,1040.67
FD323N,16.94,NA,0.34,Household,254.98,OUT33Y,1990,High,Tier 3,Supermarket Type3,3120.43
FD978I,13.61,low,0.25,Frozen Foods,236.9,OUT53G,2004,Small,Tier 3,Grocery Store,727.34
FD957V,13.55,regular,0.38,Soft Drinks,123.81,OUT57G,1995,High,Tier 1,Supermarket Type1,1535.37
FD245N,11.36,low,0.39,Canned,253.94,OUT13I,1987,,Tier 3,Supermarket Type1,868.53
FD540F,15.24,low,0.08,Breakfast,41.62,OUT26R,1989,Small,Tier 2,Supermarket Type3,1519.21
FD503I,9.46,regular,0.31,Snack Foods,223.11,OUT97I,2008,Small,Tier 2,Supermarket Type2,1535.73
FD709K,20.26,regular,0.07,Snack Foods,249.86,OUT89O,2003,Medium,Tier 3,Supermarket Type1,1337.56
FD628N,8.97,regular,0.29,Meat,125.97,OUT76K,1990,Small,Tier 3,Grocery Store,532.31
FD873W,8.23,regular,0.25,Others,78.17,OUT92Y,1999,,Tier 1,Supermarket Type1,1705.83
FD850C,7.13,low,0.32,Soft Drinks,164.13,OUT13Y,1990,Medium,Tier 2,Supermarket Type3,2352.53
FD405L,17.79,regular,0.27,Canned,63.57,OUT34W,2008,Small,Tier 1,Supermarket Type3,2027.38
FD498D,11.04,low,0.04,Hard Drinks,213.23,OUT71M,2007,Small,Tier 2,Supermarket Type2,1287.45
FD348A,14.66,regular,0.1,Seafood,233.46,OUT80X,2004,High,Tier 3,Supermarket Type3,2572.58
FD967H,10.97,regular,0.21,Frozen Foods,202.57,OUT49Y,2007,Small,Tier 3,Supermarket Type1,907.98
FD363G,14.07,NA,0.05,Health and Hygiene,36.9,OUT54T,2009,Medium,Tier 2,Supermarket Type3,2494.03
FD404T,7.66,low,0.02,Starchy Foods,31.83,OUT25N,1986,Medium,Tier 3,Supermarket Type1,1122.65
FD167T,17.04,NA,0.05,Household,228.13,OUT35K,1993,Small,Tier 3,Grocery Store,778.04
FD158E,4.65,low,0.33,Dairy,155.66,OUT52X,2004,Medium,Tier 3,Supermarket Type3,2004.39
FD421I,5.38,low,0.31,Breakfast,161.26,OUT31D,1987,,Tier 2,Grocery Store,680.17
FD136P,12.46,regular,0.27,Dairy,174.13,OUT16K,1997,Medium,Tier 2,Grocery Store,821.58
FD640T,12.21,low,0.16,Breakfast,253.41,OUT77A,1998,Small,Tier 3,Supermarket Type1,966.11
FD619E,17.84,low,0.26,Breakfast,78.84,OUT75R,2004,High,Tier 1,Supermarket Type1,1787.9
FD286J,16.44,NA,0.12,Household,123.52,OUT78G,1996,Small,Tier 2,Supermarket Type1,998.32
FD273G,18.73,low,0.07,Frozen Foods,66.83,OUT73G,2007,High,Tier 3,Supermarket Type3,3474.08
FD900E,11.04,low,0.33,Fruits and Vegetables,236.11,OUT67B,1993,Small,Tier 3,Supermarket Type1,999.35
FD903X,19.32,NA,0.09,Health and Hygiene,262.38,OUT98X,1987,Medium,Tier 2,Supermarket Type1,952.79
FD724N,12.33,low,0.11,Starchy Foods,200.05,OUT66R,2008,Small,Tier 3,Supermarket Type1,1159.6
FD371S,20.47,low,0.36,Frozen Foods,138.05,OUT88I,1987,Medium,Tier 2,Supermarket Type2,1479.59
FD192A,20.43,low,0.28,Frozen Foods,47.58,OUT65R,1985,High,Tier 3,Grocery Store,1181.36
FD406E,15.81,low,0.03,Frozen Foods,134.8,OUT22R,1992,High,Tier 1,Supermarket Type1,1704.2
FD935O,5.95,low,0.11,Meat,259.64,OUT46B,2006,Small,Tier 2,Grocery Store,659.85
FD959L,14.12,low,0.33,Baking Goods,227.21,OUT17D,1999,High,Tier 2,Supermarket Type2,1923.2
FD735B,12.08,regular,0.27,Snack Foods,241.13,OUT27U,2000,Small,Tier 1,Supermarket Type2,1164.34
FD520I,11.97,low,0.24,Breakfast,95.58,OUT35D,1988,High,Tier 3,Supermarket Type3,3151.34
FD154N,16.3,regular,0.02,Breakfast,56.05,OUT96Q,2008,Small,Tier 2,Supermarket Type3,1438.6
FD581M,7.78,regular,0.07,Dairy,44.75,OUT57W,2005,Medium,Tier 1,Supermarket Type2,1309.53
FD159T,18.34,regular,0.15,Others,237.91,OUT61M,1989,Medium,Tier 3,Supermarket Type1,1234.76
FD744X,19.22,regular,0.11,Fruits and Vegetables,87.2,OUT81I,2006,Medium,Tier 3,Grocery Store,591.61
FD152B,16.05,low,0.38,Baking Goods,114.38,OUT37C,1997,Small,Tier 2,Supermarket Type1,881.25
FD988U,7.57,low,0.1,Others,41.33,OUT51D,1991,Small,Tier 3,Grocery Store,490.24
FD628P,7.97,regular,0.03,Soft Drinks,97.38,OUT89F,1991,,Tier 2,Grocery Store,775.17
FD954J,6.53,NA,0.17,Household,184.27,OUT41S,1987,Medium,Tier 2,Supermarket Type1,1264.73
FD461K,12.05,low,0.36,Snack Foods,124.25,OUT69W,2006,High,Tier 2,Grocery Store,1199.6
FD110F,18.71,low,0.23,Frozen Foods,172.98,OUT38B,2002,Small,Tier 1,Grocery Store,623.13
FD217F,15.18,NA,0.16,Household,179.74,OUT12W,1995,Medium,Tier 3,Supermarket Type1,1420.04
FD762C,16.18,low,0.34,Fruits and Vegetables,239.4,OUT68X,1990,Small,Tier 2,Supermarket Type3,1549.37
FD416X,6.93,low,0.27,Starchy Foods,207.67,OUT41Y,1988,High,Tier 3,Supermarket Type2,2986.39
FD466Z,14.29,regular,0.23,Canned,200.59,OUT79Q,1989,Medium,Tier 3,Supermarket Type1,1373.88
FD246H,7.39,low,0.33,Meat,237.35,OUT10Y,2001,High,Tier 1,Supermarket Type2,2985.24
FD989N,19.47,regular,0.17,Breads,123.99,OUT59K,1992,Small,Tier 3,Supermarket Type3,1933.29
FD447Z,14.33,NA,0.01,Household,214.18,OUT10J,1994,Small,Tier 3,Grocery Store,726.0
FD626C,4.78,regular,0.37,Breads,122.74,OUT98Z,2005,Medium,Tier 2,Supermarket Type1,1369.71
FD458E,11.12,low,0.02,Snack Foods,210.54,OUT28Y,2003,High,Tier 1,Supermarket Type3,3357.02
FD345D,18.51,low,0.12,Dairy,260.25,OUT32I,1990,Medium,Tier 1,Supermarket Type2,1935.36
FD390O,5.06,low,0.17,Frozen Foods,92.59,OUT24O,1997,Small,Tier 2,Supermarket Type3,1927.18
FD371E,5.4,low,0.33,Breads,263.08,OUT97E,1998,Medium,Tier 3,Grocery Store,868.19
FD272J,20.7,low,0.18,Snack Foods,137.98,OUT23W,1989,High,Tier 1,Grocery Store,1230.33
FD636D,9.36,regular,0.39,Hard Drinks,129.29,OUT49G,1994,Small,Tier 1,Supermarket Type3,2122.61
FD270V,12.6,NA,0.04,Health and Hygiene,194.61,OUT15K,1988,High,Tier 1,Grocery Store,1328.12
FD675X,9.07,regular,0.05,Baking Goods,34.39,OUT21N,2000,High,Tier 3,Supermarket Type3,2648.32
FD424W,21.48,low,0.28,Soft Drinks,46.97,OUT70B,2003,Medium,Tier 1,Grocery Store,710.7
FD513Z,7.35,low,0.1,Hard Drinks,110.21,OUT10V,2004,Small,Tier 2,Grocery Store,491.06
FD789T,17.46,regular,0.25,Canned,258.25,OUT47U,2000,Small,Tier 1,Grocery Store,801.94
FD304S,7.77,low,0.38,Starchy Foods,104.76,OUT11W,1986,High,Tier 2,Supermarket Type2,1705.8
FD951M,5.11,NA,0.2,Household,95.74,OUT49R,2009,High,Tier 1,Supermarket Type3,3088.27
FD812X,9.36,regular,0.1,Hard Drinks,62.82,OUT31O,1995,Medium,Tier 3,Supermarket Type2,1611.68
FD473A,16.61,regular,0.09,Hard Drinks,260.45,OUT54X,1989,High,Tier 2,Supermarket Type1,1175.31
FD598P,15.41,low,0.22,Soft Drinks,126.3,OUT21U,1994,,Tier 3,Grocery Store,748.3
FD788M,8.96,low,0.29,Fruits and Vegetables,268.17,OUT47A,1997,High,Tier 3,Supermarket Type1,1664.09
FD401J,14.12,regular,0.1,Canned,89.49,OUT38W,1993,Medium,Tier 3,Supermarket Type1,1491.55
FD312T,14.49,regular,0.15,Hard Drinks,48.98,OUT76V,1996,Small,Tier 2,Supermarket Type3,1558.27
FD800Y,11.84,low,0.21,Breads,67.56,OUT13M,2008,Small,Tier 1,Grocery Store,700.0
FD893I,9.77,low,0.08,Breakfast,242.67,OUT30I,1997,High,Tier 2,Supermarket Type3,3974.65
FD738B,21.34,low,0.21,Others,222.18,OUT44C,1998,High,Tier 2,Supermarket Type1,1727.35
FD217A,10.51,low,0.15,Dairy,187.7,OUT29O,2007,Small,Tier 2,Supermarket Type2,1316.77
FD212Y,13.35,low,0.28,Fruits and Vegetables,129.5,OUT18P,1989,Small,Tier 3,Supermarket Type1,680.02
FD665A,,low,0.04,Others,57.64,OUT75T,2003,High,Tier 3,Supermarket Type1,1629.16
FD594M,19.75,regular,0.17,Starchy Foods,38.67,OUT45V,2001,High,Tier 2,Supermarket Type3,3785.92
FD287K,14.62,regular,0.37,Frozen Foods,180.57,OUT20M,1985,High,Tier 1,Supermarket Type1,1750.79
FD529K,15.08,low,0.19,Soft Drinks,139.54,OUT17R,2009,Small,Tier 2,Supermarket Type3,2258.35
FD360Q,7.3,NA,0.34,Health and Hygiene,92.43,OUT94Z,1997,High,Tier 3,Supermarket Type2,2134.27
FD832E,8.56,regular,0.09,Soft Drinks,111.73,OUT11A,1999,High,Tier 1,Supermarket Type1,1228.7
FD984C,15.72,low,0.39,Fruits and Vegetables,94.83,OUT39K,1998,Small,Tier 3,Supermarket Type2,1281.14
FD572G,10.58,NA,0.08,Household,221.11,OUT14Q,1985,High,Tier 3,Grocery Store,875.95
FD334I,7.23,regular,0.4,Meat,153.75,OUT83J,2003,,Tier 2,Supermarket Type3,2509.9
FD415U,6.7,low,0.36,Dairy,85.19,OUT42V,2005,Small,Tier 1,Supermarket Type2,1824.04
FD757O,5.74,low,0.32,Seafood,58.87,OUT51G,1986,High,Tier 2,Supermarket Type2,2327.67
FD207G,14.69,regular,0.39,Breads,206.3,OUT87T,1990,Medium,Tier 1,Grocery Store,789.85
FD774R,17.66,regular,0.06,Breakfast,211.56,OUT82K,1988,Small,Tier 2,Grocery Store,753.72
FD433B,14.57,low,0.15,Breads,225.78,OUT63T,2000,High,Tier 1,Grocery Store,1292.29
FD826K,14.99,low,0.37,Meat,249.87,OUT17M,2006,High,Tier 3,Supermarket Type3,3234.53
FD594W,13.32,NA,0.16,Health and Hygiene,54.05,OUT92Q,2008,High,Tier 1,Supermarket Type1,1370.87
FD959I,,low,0.29,Frozen Foods,148.91,OUT21D,1985,High,Tier 1,Grocery Store,1008.5
FD651E,,regular,0.17,Meat,49.02,OUT36Q,1988,Medium,Tier 1,Supermarket Type2,1477.78
FD497K,15.2,low,0.36,Snack Foods,254.44,OUT22T,2002,Medium,Tier 1,Grocery Store,652.96
FD524F,8.89,low,0.17,Breads,51.85,OUT13D,1997,Small,Tier 1,Supermarket Type3,2123.98
FD824H,21.4,regular,0.34,Others,51.09,OUT89H,1989,Small,Tier 2,Grocery Store,741.92
FD901K,7.74,low,0.27,Seafood,91.41,OUT60I,2005,Medium,Tier 1,Supermarket Type3,2784.01
FD853I,16.0,regular,0.01,Breads,171.7,OUT74L,1994,Small,Tier 2,Grocery Store,736.7
FD612W,10.94,NA,0.19,Household,124.05,OUT57I,2006,Small,Tier 1,Supermarket Type3,2274.21
FD596I,20.69,regular,0.33,Breads,74.29,OUT66N,2006,Medium,Tier 3,Supermarket Type3,1873.86
FD533Q,16.01,regular,0.37,Fruits and Vegetables,197.84,OUT58M,1987,Small,Tier 1,Supermarket Type2,1512.38
FD753U,20.95,NA,0.03,Household,70.1,OUT28X,1994,Medium,Tier 1,Supermarket Type1,1432.04
FD907B,20.36,regular,0.04,Dairy,81.85,OUT82C,1998,High,Tier 3,Supermarket Type3,3637.81
FD278G,21.18,low,0.19,Starchy Foods,173.42,OUT25Z,1985,,Tier 3,Grocery Store,896.68
FD986T,17.34,low,0.07,Soft Drinks,57.24,OUT92B,1993,Medium,Tier 3,Supermarket Type1,1509.52
FD664P,5.16,regular,0.15,Snack Foods,119.59,OUT49G,1985,Small,Tier 1,Supermarket Type3,2122.28
FD464F,6.8,NA,0.06,Health and Hygiene,113.27,OUT91E,1986,Small,Tier 2,Grocery Store,615.07
FD583G,18.31,NA,0.38,Household,57.53,OUT49N,1985,High,Tier 3,Grocery Store,901.61
FD800T,12.5,regular,0.37,Canned,203.32,OUT89S,1992,Medium,Tier 1,Supermarket Type2,1539.75
FD254Y,16.16,low,0.13,Dairy,240.57,OUT26M,2003,Small,Tier 1,Grocery Store,811.68
FD482C,20.55,NA,0.36,Health and Hygiene,68.69,OUT20O,1991,Small,Tier 1,Supermarket Type2,1470.99
FD578J,8.54,regular,0.32,Soft Drinks,247.85,OUT19I,1988,Small,Tier 3,Supermarket Type3,1948.92
FD187U,16.66,regular,0.23,Others,94.96,OUT94S,2003,Small,Tier 2,Supermarket Type3,1549.59
FD558T,6.25,low,0.1,Others,85.61,OUT65A,1993,Medium,Tier 1,Supermarket Type3,3013.94
FD396U,8.7,low,0.28,Seafood,236.59,OUT61P,2002,Medium,Tier 1,Supermarket Type1,1352.91
FD566V,7.03,NA,0.16,Health and Hygiene,90.48,OUT23R,1995,Medium,Tier 3,Supermarket Type2,1655.61
FD337J,13.47,low,0.26,Seafood,186.5,OUT64P,2003,Medium,Tier 3,Grocery Store,906.16
FD337V,11.57,low,0.31,Seafood,88.68,OUT17E,1999,Small,Tier 2,Supermarket Type3,1406.68
FD738L,12.77,low,0.08,Dairy,102.33,OUT73J,1992,High,Tier 2,Grocery Store,816.09
FD817Y,14.66,NA,0.12,Health and Hygiene,40.21,OUT81O,1993,High,Tier 3,Supermarket Type2,2192.92
FD179S,6.16,low,0.39,Breads,200.2,OUT17Y,1996,Medium,Tier 3,Grocery Store,584.37
FD253W,18.31,NA,0.35,Household,201.59,OUT31K,1998,Small,Tier 3,Grocery Store,750.76
FD661O,6.42,low,0.13,Dairy,68.01,OUT45U,2004,Medium,Tier 3,Supermarket Type3,1802.07
FD839T,10.43,low,0.34,Others,168.62,OUT79I,1989,Small,Tier 1,Supermarket Type2,1353.96
FD797M,6.39,low,0.01,Breads,235.29,OUT19V,1991,High,Tier 2,Supermarket Type3,4027.36
FD690S,7.58,low,0.35,Hard Drinks,238.15,OUT14N,1994,High,Tier 2,Supermarket Type2,1777.16
FD182O,18.66,low,0.03,Breakfast,83.59,OUT69I,1985,,Tier 3,Supermarket Type1,1496.51
FD360W,6.19,regular,0.04,Seafood,69.51,OUT76V,1985,Small,Tier 2,Supermarket Type3,1924.41
FD182N,21.17,low,0.03,Starchy Foods,120.28,OUT62U,1987,Small,Tier 1,Supermarket Type3,1864.9
FD307X,7.26,low,0.35,Dairy,121.45,OUT67Z,2004,Small,Tier 2,Grocery Store,700.33
FD556L,14.65,low,0.31,Frozen Foods,156.16,OUT97Z,1995,Medium,Tier 3,Supermarket Type3,3149.34
FD835K,19.52,regular,0.29,Hard Drinks,32.8,OUT26G,2004,Small,Tier 1,Supermarket Type2,1764.77
FD367P,16.29,low,0.06,Breads,204.98,OUT14G,2005,Medium,Tier 1,Supermarket Type2,1354.45
FD509M,10.94,low,0.23,Soft Drinks,139.32,OUT29U,1988,Medium,Tier 1,Supermarket Type3,3158.31
FD369P,5.73,low,0.18,Hard Drinks,249.52,OUT38B,2002,Small,Tier 3,Grocery Store,507.1
FD134X,21.14,regular,0.26,Fruits and Vegetables,53.9,OUT14K,1995,,Tier 1,Supermarket Type2,1656.85
FD817Y,16.66,regular,0.09,Snack Foods,123.16,OUT71B,2004,Medium,Tier 2,Supermarket Type3,2278.41
FD678U,10.11,NA,0.28,Household,189.41,OUT18P,2001,Small,Tier 2,Grocery Store,508.07
FD620T,13.24,regular,0.03,Soft Drinks,154.05,OUT70F,1989,Medium,Tier 1,Grocery Store,1005.43
FD907T,5.77,low,0.17,Breakfast,245.65,OUT20M,2002,Medium,Tier 1,Supermarket Type1,1242.76
FD156B,8.9,low,0.27,Seafood,231.82,OUT56W,2006,Small,Tier 1,Supermarket Type1,982.99
FD451I,4.65,regular,0.18,Breakfast,239.11,OUT27A,2007,Small,Tier 2,Grocery Store,804.82
FD201Q,4.76,low,0.16,Dairy,153.97,OUT72D,2006,High,Tier 2,Supermarket Type3,2348.09
FD146J,4.57,low,0.34,Fruits and Vegetables,191.78,OUT54X,2008,Small,Tier 3,Grocery Store,641.33
FD704R,8.64,low,0.21,Breads,71.94,OUT79J,2007,,Tier 3,Supermarket Type3,1780.19
FD622K,13.37,NA,0.09,Health and Hygiene,247.29,OUT65J,1992,,Tier 3,Grocery Store,668.98
FD793U,8.45,regular,0.29,Hard Drinks,98.32,OUT92Z,1993,Medium,Tier 1,Grocery Store,737.46
FD505T,17.18,regular,0.24,Fruits and Vegetables,189.67,OUT36I,2004,High,Tier 2,Grocery Store,898.57
FD170V,9.61,low,0.21,Fruits and Vegetables,165.45,OUT73R,1990,Small,Tier 3,Supermarket Type2,1237.8
FD353Q,15.36,regular,0.28,Seafood,183.42,OUT62K,1989,Medium,Tier 3,Grocery Store,841.1
FD350G,20.43,low,0.17,Canned,153.24,OUT60U,1991,Small,Tier 2,Supermarket Type2,1265.97
FD372H,18.91,NA,0.09,Household,63.26,OUT98Q,1989,Medium,Tier 3,Supermarket Type1,1147.5
FD402R,11.33,regular,0.23,Snack Foods,117.28,OUT65T,2009,High,Tier 2,Grocery Store,1145.06
FD445U,8.63,low,0.03,Canned,85.95,OUT73O,2003,Small,Tier 2,Supermarket Type2,1230.0
FD917P,6.02,low,0.17,Breakfast,149.46,OUT95N,1990,Small,Tier 1,Supermarket Type3,2059.95
FD880K,5.03,NA,0.29,Household,256.51,OUT95L,1992,High,Tier 3,Grocery Store,1337.09
FD451X,,regular,0.07,Snack Foods,78.36,OUT92D,1990,Small,Tier 3,Supermarket Type2,1330.05
FD540V,9.81,low,0.07,Snack Foods,234.6,OUT25U,1996,Small,Tier 3,Supermarket Type1,1213.18
FD549Y,8.67,regular,0.36,Starchy Foods,183.45,OUT19D,1999,High,Tier 1,Supermarket Type1,1193.43
FD670T,19.41,regular,0.18,Dairy,32.24,OUT99F,2008,High,Tier 3,Supermarket Type3,3901.2
FD397A,9.29,regular,0.23,Starchy Foods,51.45,OUT13X,2006,Small,Tier 1,Supermarket Type3,1749.34
FD809F,19.98,low,0.08,Seafood,65.42,OUT22M,1989,Small,Tier 1,Supermarket Type2,1432.78
FD887N,7.09,low,0.18,Breads,138.98,OUT60T,2001,High,Tier 3,Supermarket Type2,2163.76
FD753J,10.85,regular,0.19,Canned,166.78,OUT45P,1996,Medium,Tier 1,Grocery Store,857.98
FD545K,12.39,low,0.08,Hard Drinks,232.92,OUT97P,1994,Medium,Tier 2,Supermarket Type3,3092.71
FD664M,16.22,low,0.3,Meat,235.66,OUT67K,1987,Small,Tier 1,Supermarket Type1,896.21
FD315L,11.54,low,0.09,Baking Goods,110.61,OUT26Y,1985,High,Tier 2,Supermarket Type1,1960.8
FD125A,17.08,regular,0.34,Meat,222.84,OUT44W,1991,Small,Tier 3,Supermarket Type2,1232.57
FD940K,17.8,regular,0.16,Meat,265.39,OUT73U,2004,Medium,Tier 1,Supermarket Type2,1689.32
FD280R,12.67,low,0.38,Dairy,214.59,OUT41M,1993,Small,Tier 2,Supermarket Type3,2064.12
FD371I,13.49,regular,0.27,Breakfast,138.79,OUT43S,1992,High,Tier 1,Supermarket Type1,1238.2
FD937J,8.05,regular,0.36,Seafood,144.65,OUT53R,1996,High,Tier 3,Supermarket Type1,2021.67
FD457K,7.11,regular,0.15,Meat,113.04,OUT59X,1996,High,Tier 2,Supermarket Type1,1597.41
FD125A,20.5,regular,0.12,Seafood,265.49,OUT74Z,2009,Small,Tier 1,Supermarket Type2,1362.5
FD325V,7.2,low,0.36,Breakfast,181.41,OUT87P,1988,Medium,Tier 1,Grocery Store,943.19
FD787Q,17.93,low,0.07,Others,258.4,OUT45W,1997,High,Tier 1,Grocery Store,870.31
FD787Q,13.67,regular,0.01,Meat,132.82,OUT52Z,2007,High,Tier 2,Supermarket Type3,3607.63
FD605B,17.52,low,0.37,Starchy Foods,171.36,OUT92J,1993,High,Tier 1,Supermarket Type1,1883.53
FD695A,18.53,low,0.11,Breads,89.27,OUT24W,1989,High,Tier 1,Supermarket Type1,1600.3
FD956V,15.99,low,0.12,Breakfast,156.98,OUT71Z,2004,High,Tier 3,Supermarket Type2,3037.72
FD804T,20.9,regular,0.35,Meat,54.54,OUT31B,1995,High,Tier 2,Grocery Store,956.9
FD476E,6.93,regular,0.36,Soft Drinks,116.35,OUT54R,2004,Medium,Tier 1,Supermarket Type1,1288.44
FD414R,17.94,low,0.27,Meat,265.11,OUT86H,1995,High,Tier 2,Supermarket Type2,2071.25
FD710V,12.91,low,0.2,Fruits and Vegetables,82.57,OUT18V,2002,Small,Tier 3,Supermarket Type1,1121.52
FD176Y,14.8,regular,0.19,Hard Drinks,145.2,OUT99U,1996,High,Tier 1,Supermarket Type3,3476.86
FD966H,11.53,low,0.11,Fruits and Vegetables,235.14,OUT66B,2004,High,Tier 1,Supermarket Type2,2152.57
FD873B,12.8,regular,0.31,Frozen Foods,103.15,OUT17T,2008,Medium,Tier 3,Supermarket Type3,2363.97
FD485F,4.57,low,0.14,Starchy Foods,153.72,OUT75J,1990,High,Tier 1,Grocery Store,856.42
FD896F,16.97,low,0.19,Soft Drinks,133.82,OUT44M,1999,Medium,Tier 1,Supermarket Type1,1235.92
FD616Y,18.29,regular,0.36,Meat,247.19,OUT18X,1995,Small,Tier 1,Supermarket Type2,1661.65
FD405N,,NA,0.17,Household,135.91,OUT88O,2008,Small,Tier 3,Supermarket Type3,1466.31
FD960S,8.88,low,0.36,Seafood,238.94,OUT27C,1993,High,Tier 3,Supermarket Type2,2201.52
